Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent,Calculated_Closing_Stock,Inventory_Quality_Flag
INVT000730,PO000730,P0036,WH004,2025-01-13,1768,430,331,1867,499,189,168235799.4,Normal,12.78,1867,Valid
INVT000731,PO000731,P0242,WH004,2025-09-10,399,671,426,644,228,88,8054546.64,Normal,4.41,644,Valid
INVT000732,PO000732,P0298,WH003,2025-04-09,1273,697,132,1838,432,66,25438085.42,Normal,6.9,1838,Valid
INVT000733,PO000733,P0264,WH004,2026-05-24,323,135,14,444,126,166,6644127.0,Normal,3.04,444,Valid
INVT000734,PO000734,P0013,WH001,2025-01-13,703,475,261,917,440,231,13960297.96,Normal,3.96,917,Valid
INVT000735,PO000735,P0106,WH003,2026-04-01,38,810,734,114,213,184,1971652.8,Reorder,0.43,114,Valid
INVT000736,PO000736,P0054,WH001,2026-01-10,390,687,17,1060,114,156,50091614.4,Overstock,4.57,1060,Valid
INVT000737,PO000737,P0125,WH002,2025-02-28,237,880,138,979,177,14,11173943.77,Overstock,5.28,979,Valid
INVT000738,PO000738,P0291,WH003,2026-05-18,781,526,379,928,329,249,70016486.4,Normal,3.48,928,Valid
INVT000739,PO000739,P0201,WH003,2025-12-15,86,782,1027,0,47,245,0.0,Stockout,0.0,0,Valid
INVT000740,PO000740,P0258,WH002,2026-04-02,45,371,315,101,331,246,2919571.65,Reorder,0.54,101,Valid
INVT000741,PO000741,P0258,WH001,2025-04-07,928,42,34,936,331,246,24455461.68,Normal,4.04,936,Valid
INVT000742,PO000742,P0127,WH004,2025-04-27,1247,437,527,1157,369,148,76627577.78,Normal,7.92,1157,Valid
INVT000743,PO000743,P0189,WH002,2026-06-16,265,728,444,549,72,109,26102979.09,Overstock,2.96,549,Valid
INVT000744,PO000744,P0273,WH003,2026-03-26,703,329,178,854,217,132,62544517.56,Normal,3.2,854,Valid
INVT000745,PO000745,P0226,WH001,2025-01-14,88,316,95,309,229,114,3301155.15,Normal,1.33,309,Valid
INVT000746,PO000746,P0126,WH001,2025-04-08,191,566,254,503,226,14,31436151.96,Normal,2.17,503,Valid
INVT000747,PO000747,P0190,WH002,2025-08-18,681,553,177,1057,238,85,72861155.71,Normal,5.7,1057,Valid
INVT000748,PO000748,P0193,WH003,2026-05-22,1387,347,103,1631,470,163,42820975.33,Normal,6.12,1631,Valid
INVT000749,PO000749,P0167,WH001,2025-02-15,299,27,31,295,451,169,4823223.45,Reorder,1.27,295,Valid
INVT000750,PO000750,P0019,WH003,2025-09-15,1129,289,106,1312,417,37,61955487.04,Normal,4.92,1312,Valid
INVT000751,PO000751,P0202,WH002,2025-09-28,345,923,1265,3,297,174,101336.49,Reorder,0.02,3,Valid
INVT000752,PO000752,P0237,WH001,2025-12-09,438,330,311,457,290,24,11868906.95,Normal,1.97,457,Valid
INVT000753,PO000753,P0023,WH001,2025-01-26,31,135,76,90,301,65,1743335.1,Reorder,0.39,90,Valid
INVT000754,PO000754,P0221,WH002,2026-05-05,574,644,386,832,187,23,43202947.84,Normal,4.49,832,Valid
INVT000755,PO000755,P0094,WH003,2025-07-17,390,78,61,407,216,65,11593399.07,Normal,1.53,407,Valid
INVT000756,PO000756,P0050,WH001,2025-04-16,358,632,88,902,162,116,35945980.84,Overstock,3.89,902,Valid
INVT000757,PO000757,P0290,WH003,2025-02-11,328,262,375,215,95,201,15216375.6,Normal,0.81,215,Valid
INVT000758,PO000758,P0201,WH004,2026-04-26,123,783,473,433,47,245,32585280.77,Overstock,2.96,433,Valid
INVT000759,PO000759,P0282,WH004,2026-04-22,536,864,825,575,246,248,22859590.75,Normal,3.94,575,Valid
INVT000760,PO000760,P0209,WH002,2025-12-20,333,970,1203,100,236,35,7915108.0,Reorder,0.54,100,Valid
INVT000761,PO000761,P0145,WH002,2026-06-29,23,220,113,130,30,79,8227488.1,Normal,0.7000000000000001,130,Valid
INVT000762,PO000762,P0269,WH001,2025-08-28,67,963,203,827,252,243,64689759.4,Normal,3.5700000000000003,827,Valid
INVT000763,PO000763,P0112,WH002,2025-11-06,1532,344,251,1625,439,184,38083516.25,Normal,8.76,1625,Valid
INVT000764,PO000764,P0006,WH002,2026-02-16,21,399,307,113,205,68,8298479.31,Reorder,0.61,113,Valid
INVT000765,PO000765,P0265,WH004,2025-05-07,507,907,457,957,167,227,26207464.14,Overstock,6.55,957,Valid
INVT000766,PO000766,P0115,WH003,2026-04-22,370,96,124,342,150,154,10202000.22,Normal,1.28,342,Valid
INVT000767,PO000767,P0135,WH001,2025-01-23,481,427,239,669,182,127,48086221.44,Normal,2.89,669,Valid
INVT000768,PO000768,P0179,WH003,2025-11-12,59,933,1015,0,128,245,0.0,Stockout,0.0,0,Valid
INVT000769,PO000769,P0213,WH004,2025-01-17,215,784,263,736,76,205,42634573.76,Overstock,5.04,736,Valid
INVT000770,PO000770,P0035,WH003,2025-02-14,516,213,126,603,489,155,30614243.67,Normal,2.26,603,Valid
INVT000771,PO000771,P0150,WH003,2025-01-23,297,439,558,178,80,75,12858399.6,Normal,0.67,178,Valid
INVT000772,PO000772,P0195,WH003,2026-03-14,226,186,58,354,97,205,18179811.6,Normal,1.33,354,Valid
INVT000773,PO000773,P0271,WH001,2025-12-12,405,954,350,1009,144,210,14937831.31,Overstock,4.35,1009,Valid
INVT000774,PO000774,P0229,WH001,2025-02-24,18,657,307,368,220,105,2653865.12,Normal,1.5899999999999999,368,Valid
INVT000775,PO000775,P0120,WH004,2025-02-09,171,539,763,0,236,214,0.0,Stockout,0.0,0,Valid
INVT000776,PO000776,P0081,WH001,2026-01-19,2,896,93,805,211,168,23821857.85,Normal,3.47,805,Valid
INVT000777,PO000777,P0263,WH001,2026-07-02,58,995,1464,0,72,247,0.0,Stockout,0.0,0,Valid
INVT000778,PO000778,P0089,WH003,2025-10-07,973,377,64,1286,390,162,39733683.46,Normal,4.83,1286,Valid
INVT000779,PO000779,P0012,WH001,2025-12-25,1135,625,870,890,307,35,77566890.9,Normal,3.84,890,Valid
INVT000780,PO000780,P0176,WH002,2025-03-17,69,214,66,217,174,94,6647862.27,Normal,1.17,217,Valid
INVT000781,PO000781,P0233,WH004,2026-03-29,163,902,1097,0,59,136,0.0,Stockout,0.0,0,Valid
INVT000782,PO000782,P0008,WH002,2025-05-09,104,66,68,102,81,100,6489361.38,Normal,0.55,102,Valid
INVT000783,PO000783,P0065,WH002,2025-01-21,189,52,27,214,390,19,9562078.54,Reorder,1.15,214,Valid
INVT000784,PO000784,P0217,WH004,2025-01-05,1407,783,468,1722,394,47,110456209.1,Normal,11.79,1722,Valid
INVT000785,PO000785,P0217,WH004,2025-12-15,869,735,219,1385,394,47,88798790.25,Normal,9.48,1385,Valid
INVT000786,PO000786,P0144,WH001,2025-11-15,1004,691,969,726,391,246,32082811.2,Normal,3.13,726,Valid
INVT000787,PO000787,P0274,WH003,2025-06-18,1165,472,222,1415,321,164,109696757.2,Normal,5.31,1415,Valid
INVT000788,PO000788,P0149,WH003,2025-03-06,1603,705,127,2181,487,100,104371493.3,Normal,8.18,2181,Valid
INVT000789,PO000789,P0220,WH004,2025-02-14,27,959,138,848,30,160,68558518.88,Overstock,5.8100000000000005,848,Valid
INVT000790,PO000790,P0050,WH001,2026-04-01,491,451,536,406,162,116,17004579.2,Normal,1.75,406,Valid
INVT000791,PO000791,P0257,WH002,2026-04-23,619,529,690,458,336,211,26221388.52,Normal,2.47,458,Valid
INVT000792,PO000792,P0002,WH002,2025-03-09,59,890,939,10,301,86,800469.2,Reorder,0.05,10,Valid
INVT000793,PO000793,P0284,WH004,2026-05-23,221,840,1114,0,318,224,0.0,Stockout,0.0,0,Valid
INVT000794,PO000794,P0149,WH003,2026-04-11,61,248,194,115,487,100,5138541.55,Reorder,0.43,115,Valid
INVT000795,PO000795,P0062,WH002,2026-02-22,42,954,578,418,299,57,28516169.0,Normal,2.25,418,Valid
INVT000796,PO000796,P0149,WH001,2026-03-23,1736,596,798,1534,487,100,74095390.72,Normal,6.62,1534,Valid
INVT000797,PO000797,P0123,WH002,2026-02-01,608,714,954,368,308,180,15733457.28,Normal,1.98,368,Valid
INVT000798,PO000798,P0055,WH003,2025-08-27,1364,19,14,1369,437,63,40666322.97,Normal,5.14,1369,Valid
INVT000799,PO000799,P0190,WH003,2025-08-17,793,17,9,801,238,85,48819996.81,Normal,3.01,801,Valid
INVT000800,PO000800,P0208,WH004,2025-05-18,225,21,4,242,159,116,7056628.04,Normal,1.6600000000000001,242,Valid
INVT000801,PO000801,P0091,WH003,2025-09-29,1154,977,1121,1010,382,83,36314822.7,Normal,3.79,1010,Valid
INVT000802,PO000802,P0072,WH004,2025-12-11,588,818,1122,284,290,216,2015300.92,Reorder,1.94,284,Valid
INVT000803,PO000803,P0254,WH002,2025-04-14,119,849,254,714,193,239,55768626.48,Normal,3.85,714,Valid
INVT000804,PO000804,P0253,WH001,2026-04-11,167,754,764,157,310,246,12248716.1,Reorder,0.68,157,Valid
INVT000805,PO000805,P0230,WH003,2025-04-10,989,508,346,1151,346,159,65725472.43,Normal,4.32,1151,Valid
INVT000806,PO000806,P0068,WH002,2025-03-06,1515,967,310,2172,409,202,10962127.44,Overstock,11.71,2172,Valid
INVT000807,PO000807,P0215,WH001,2025-11-23,246,232,13,465,86,75,16634375.25,Overstock,2.01,465,Valid
INVT000808,PO000808,P0250,WH004,2025-09-13,83,93,124,52,485,23,3170372.92,Reorder,0.36,52,Valid
INVT000809,PO000809,P0141,WH002,2025-07-01,705,540,744,501,230,103,13042047.03,Normal,2.7,501,Valid
INVT000810,PO000810,P0219,WH001,2025-10-06,789,988,171,1606,311,33,138133328.7,Overstock,6.93,1606,Valid
INVT000811,PO000811,P0285,WH003,2026-04-18,633,490,160,963,165,178,70232013.72,Overstock,3.61,963,Valid
INVT000812,PO000812,P0209,WH003,2025-02-22,546,562,412,696,236,35,56791407.6,Normal,2.61,696,Valid
INVT000813,PO000813,P0092,WH003,2025-11-14,889,937,324,1502,369,36,27605303.06,Normal,5.64,1502,Valid
INVT000814,PO000814,P0276,WH002,2026-01-12,926,589,485,1030,382,193,84525023.9,Normal,5.55,1030,Valid
INVT000815,PO000815,P0049,WH001,2025-12-31,94,426,372,148,495,201,4049410.24,Reorder,0.64,148,Valid
INVT000816,PO000816,P0113,WH001,2025-05-27,45,768,941,0,63,183,0.0,Stockout,0.0,0,Valid
INVT000817,PO000817,P0194,WH003,2026-03-15,211,75,30,256,145,42,18356313.6,Normal,0.96,256,Valid
INVT000818,PO000818,P0039,WH003,2025-11-06,19,632,572,79,67,207,1278096.76,Normal,0.30000000000000004,79,Valid
INVT000819,PO000819,P0204,WH003,2025-07-25,1064,501,481,1084,309,156,72344599.04,Normal,4.07,1084,Valid
INVT000820,PO000820,P0141,WH002,2026-07-09,328,882,179,1031,230,103,25789042.22,Normal,5.5600000000000005,1031,Valid
INVT000821,PO000821,P0167,WH002,2025-06-03,1001,826,507,1320,451,169,21896212.8,Normal,7.12,1320,Valid
INVT000822,PO000822,P0164,WH003,2025-12-19,1284,517,56,1745,419,83,142695664.9,Normal,6.55,1745,Valid
INVT000823,PO000823,P0047,WH003,2025-07-15,47,670,859,0,224,237,0.0,Stockout,0.0,0,Valid
INVT000824,PO000824,P0199,WH002,2026-05-23,326,648,727,247,325,187,15558488.01,Reorder,1.33,247,Valid
INVT000825,PO000825,P0155,WH003,2026-07-07,1071,384,191,1264,338,157,52700596.64,Normal,4.74,1264,Valid
INVT000826,PO000826,P0121,WH001,2026-02-24,87,834,816,105,119,200,1890045.15,Reorder,0.45,105,Valid
INVT000827,PO000827,P0167,WH002,2025-04-17,1758,351,418,1691,451,169,26498595.67,Normal,9.12,1691,Valid
INVT000828,PO000828,P0203,WH002,2026-06-11,62,950,268,744,63,71,16751450.16,Overstock,4.01,744,Valid
INVT000829,PO000829,P0047,WH004,2026-02-21,115,755,1084,0,224,237,0.0,Stockout,0.0,0,Valid
INVT000830,PO000830,P0097,WH002,2025-04-01,238,33,12,259,197,84,19140752.68,Normal,1.4,259,Valid
INVT000831,PO000831,P0080,WH004,2026-08-04,905,421,264,1062,332,36,43513326.0,Normal,7.27,1062,Valid
INVT000832,PO000832,P0057,WH003,2025-11-18,46,358,441,0,45,53,0.0,Stockout,0.0,0,Valid
INVT000833,PO000833,P0239,WH002,2025-06-26,214,199,128,285,338,96,13990296.6,Reorder,1.54,285,Valid
INVT000834,PO000834,P0264,WH001,2026-05-12,271,200,135,336,126,166,4521935.04,Normal,1.45,336,Valid
INVT000835,PO000835,P0291,WH001,2025-01-01,616,585,105,1096,329,249,83803711.04,Normal,4.73,1096,Valid
INVT000836,PO000836,P0087,WH003,2025-06-30,73,751,462,362,237,242,28334373.5,Normal,1.3599999999999999,362,Valid
INVT000837,PO000837,P0294,WH003,2025-10-10,92,107,149,50,481,19,2543910.0,Reorder,0.19,50,Valid
INVT000838,PO000838,P0268,WH001,2025-05-05,782,958,332,1408,208,247,28634749.44,Overstock,6.08,1408,Valid
INVT000839,PO000839,P0130,WH002,2026-07-08,585,17,25,577,173,58,17042208.53,Normal,3.11,577,Valid
INVT000840,PO000840,P0189,WH002,2026-05-20,192,416,524,84,72,109,4319755.44,Normal,0.45,84,Valid
INVT000841,PO000841,P0079,WH002,2026-07-25,71,937,1130,0,63,108,0.0,Stockout,0.0,0,Valid
INVT000842,PO000842,P0130,WH001,2025-04-06,106,433,290,249,173,58,7316625.96,Normal,1.07,249,Valid
INVT000843,PO000843,P0141,WH001,2026-07-06,348,597,591,354,230,103,8232128.4,Normal,1.53,354,Valid
INVT000844,PO000844,P0064,WH002,2026-01-29,1569,36,47,1558,499,106,123019321.7,Normal,8.4,1558,Valid
INVT000845,PO000845,P0019,WH004,2025-12-16,97,80,72,105,417,37,4489595.25,Reorder,0.72,105,Valid
INVT000846,PO000846,P0082,WH002,2026-02-15,292,295,200,387,151,103,21217135.68,Normal,2.09,387,Valid
INVT000847,PO000847,P0248,WH002,2025-08-20,939,896,639,1196,444,184,99665239.44,Normal,6.45,1196,Valid
INVT000848,PO000848,P0266,WH002,2026-07-27,937,529,708,758,470,103,60273817.78,Normal,4.09,758,Valid
INVT000849,PO000849,P0257,WH004,2025-05-26,39,613,335,317,336,211,20632544.13,Reorder,2.17,317,Valid
INVT000850,PO000850,P0205,WH003,2026-07-07,1475,982,1215,1242,480,72,29668597.92,Normal,4.66,1242,Valid
INVT000851,PO000851,P0037,WH004,2025-05-29,1374,626,541,1459,344,50,47219499.11,Normal,9.99,1459,Valid
INVT000852,PO000852,P0243,WH003,2025-09-21,642,984,904,722,377,159,526785.64,Normal,2.71,722,Valid
INVT000853,PO000853,P0276,WH002,2025-08-10,1154,325,284,1195,382,193,104807009.0,Normal,6.44,1195,Valid
INVT000854,PO000854,P0063,WH002,2025-03-04,719,745,174,1290,443,35,44678208.3,Normal,6.96,1290,Valid
INVT000855,PO000855,P0139,WH002,2025-07-01,7,335,488,0,42,232,0.0,Stockout,0.0,0,Valid
INVT000856,PO000856,P0077,WH002,2026-04-11,367,960,1119,208,173,144,7528015.04,Normal,1.12,208,Valid
INVT000857,PO000857,P0039,WH003,2025-07-02,244,182,241,185,67,207,2861985.15,Normal,0.6900000000000001,185,Valid
INVT000858,PO000858,P0228,WH003,2026-04-21,1174,917,111,1980,351,11,172484037.0,Overstock,7.43,1980,Valid
INVT000859,PO000859,P0175,WH004,2026-03-02,417,351,165,603,455,79,3983140.62,Normal,4.13,603,Valid
INVT000860,PO000860,P0167,WH001,2026-04-02,1684,266,218,1732,451,169,29842256.08,Normal,7.47,1732,Valid
INVT000861,PO000861,P0126,WH002,2025-11-24,602,850,1120,332,226,14,20221017.76,Normal,1.79,332,Valid
INVT000862,PO000862,P0094,WH003,2026-06-09,352,33,3,382,216,65,10181277.92,Normal,1.43,382,Valid
INVT000863,PO000863,P0024,WH004,2025-09-24,790,539,789,540,413,147,16501190.4,Normal,3.7,540,Valid
INVT000864,PO000864,P0173,WH004,2025-10-03,257,973,1151,79,340,55,2890167.6,Reorder,0.54,79,Valid
INVT000865,PO000865,P0094,WH003,2025-04-17,17,791,293,515,216,65,12293456.85,Normal,1.9300000000000002,515,Valid
INVT000866,PO000866,P0054,WH002,2025-08-03,386,708,558,536,114,156,26597622.48,Normal,2.89,536,Valid
INVT000867,PO000867,P0229,WH004,2025-08-16,313,751,915,149,220,105,1053957.46,Reorder,1.02,149,Valid
INVT000868,PO000868,P0059,WH003,2025-05-12,1228,704,942,990,460,48,60375793.5,Normal,3.7199999999999998,990,Valid
INVT000869,PO000869,P0228,WH002,2025-06-22,657,642,826,473,351,11,39829348.13,Normal,2.55,473,Valid
INVT000870,PO000870,P0085,WH003,2025-06-20,307,951,1094,164,306,81,9538923.88,Reorder,0.62,164,Valid
INVT000871,PO000871,P0014,WH002,2025-04-28,115,512,655,0,31,150,0.0,Stockout,0.0,0,Valid
INVT000872,PO000872,P0241,WH001,2025-06-17,813,746,215,1344,252,138,36855369.6,Overstock,5.8,1344,Valid
INVT000873,PO000873,P0028,WH004,2025-07-15,94,612,909,0,29,232,0.0,Stockout,0.0,0,Valid
INVT000874,PO000874,P0155,WH001,2026-06-14,270,103,62,311,338,157,15370353.96,Reorder,1.34,311,Valid
INVT000875,PO000875,P0070,WH003,2025-10-25,1022,256,245,1033,306,185,70904655.15,Normal,3.88,1033,Valid
INVT000876,PO000876,P0207,WH004,2025-09-15,64,52,39,77,32,142,2530149.16,Normal,0.53,77,Valid
INVT000877,PO000877,P0052,WH001,2025-10-10,1063,691,691,1063,402,58,18550933.87,Normal,4.59,1063,Valid
INVT000878,PO000878,P0034,WH002,2025-10-26,310,986,614,682,108,45,28426496.56,Overstock,3.68,682,Valid
INVT000879,PO000879,P0120,WH003,2025-12-07,328,644,888,84,236,214,6426354.48,Reorder,0.32,84,Valid
INVT000880,PO000880,P0246,WH004,2025-05-13,68,257,91,234,213,207,17906372.64,Normal,1.6,234,Valid
INVT000881,PO000881,P0281,WH003,2026-01-09,297,767,395,669,94,20,41509677.15,Overstock,2.51,669,Valid
INVT000882,PO000882,P0104,WH001,2025-05-10,1032,217,322,927,297,48,21490103.34,Normal,4.0,927,Valid
INVT000883,PO000883,P0179,WH001,2025-08-08,148,586,82,652,128,245,5203168.64,Overstock,2.81,652,Valid
INVT000884,PO000884,P0182,WH003,2026-02-04,569,928,604,893,293,195,20971167.35,Normal,3.35,893,Valid
INVT000885,PO000885,P0229,WH003,2025-12-17,49,756,712,93,220,105,690458.97,Reorder,0.35000000000000003,93,Valid
INVT000886,PO000886,P0163,WH004,2025-11-01,748,792,492,1048,201,83,59619776.8,Overstock,7.17,1048,Valid
INVT000887,PO000887,P0242,WH003,2025-12-01,193,526,365,354,228,88,3965550.48,Normal,1.33,354,Valid
INVT000888,PO000888,P0276,WH002,2026-08-04,294,999,893,400,382,193,35103048.0,Normal,2.16,400,Valid
INVT000889,PO000889,P0003,WH004,2025-02-01,893,43,57,879,234,143,75409770.39,Normal,6.02,879,Valid
INVT000890,PO000890,P0266,WH002,2025-09-09,1433,256,157,1532,470,103,113099149.3,Normal,8.26,1532,Valid
INVT000891,PO000891,P0294,WH003,2025-05-20,1329,130,143,1316,481,19,65529469.88,Normal,4.94,1316,Valid
INVT000892,PO000892,P0121,WH002,2025-04-01,331,173,16,488,119,200,7761991.36,Normal,2.63,488,Valid
INVT000893,PO000893,P0129,WH001,2025-12-17,472,534,237,769,126,140,14478432.09,Overstock,3.32,769,Valid
INVT000894,PO000894,P0126,WH004,2026-01-24,462,790,410,842,226,14,55563369.5,Normal,5.76,842,Valid
INVT000895,PO000895,P0176,WH003,2026-04-09,14,259,144,129,174,94,4165084.92,Reorder,0.48,129,Valid
INVT000896,PO000896,P0156,WH004,2025-03-19,464,708,407,765,140,169,45821794.05,Overstock,5.24,765,Valid
INVT000897,PO000897,P0039,WH003,2026-04-22,161,75,48,188,67,207,3317872.88,Normal,0.71,188,Valid
INVT000898,PO000898,P0015,WH003,2025-03-20,105,725,995,0,340,128,0.0,Stockout,0.0,0,Valid
INVT000899,PO000899,P0206,WH004,2025-03-20,148,507,735,0,441,100,0.0,Stockout,0.0,0,Valid
INVT000900,PO000900,P0045,WH002,2025-10-15,410,822,281,951,388,79,46127009.19,Normal,5.13,951,Valid
INVT000901,PO000901,P0201,WH002,2025-05-27,40,877,585,332,47,245,24588248.68,Overstock,1.79,332,Valid
INVT000902,PO000902,P0130,WH004,2026-04-14,470,592,821,241,173,58,6405592.02,Normal,1.65,241,Valid
INVT000903,PO000903,P0176,WH003,2026-06-02,693,97,65,725,174,94,25412040.25,Normal,2.7199999999999998,725,Valid
INVT000904,PO000904,P0171,WH003,2025-07-29,1415,863,1173,1105,466,114,44854171.05,Normal,4.15,1105,Valid
INVT000905,PO000905,P0207,WH002,2025-05-09,95,731,30,796,32,142,25708833.88,Overstock,4.29,796,Valid
INVT000906,PO000906,P0282,WH001,2025-12-01,74,476,159,391,246,248,16016212.38,Normal,1.69,391,Valid
INVT000907,PO000907,P0243,WH003,2025-01-12,354,465,13,806,377,159,702114.66,Normal,3.02,806,Valid
INVT000908,PO000908,P0226,WH003,2025-04-21,540,471,519,492,229,114,5038699.92,Normal,1.85,492,Valid
INVT000909,PO000909,P0043,WH004,2025-02-17,1587,460,74,1973,466,119,40269660.01,Normal,13.51,1973,Valid
INVT000910,PO000910,P0135,WH002,2025-01-11,226,84,26,284,182,127,19239341.44,Normal,1.53,284,Valid
INVT000911,PO000911,P0246,WH002,2026-03-29,91,616,367,340,213,207,25060621.4,Normal,1.83,340,Valid
INVT000912,PO000912,P0055,WH001,2025-01-23,177,29,12,194,437,63,5607874.58,Reorder,0.84,194,Valid
INVT000913,PO000913,P0054,WH001,2026-04-07,40,257,233,64,114,156,2660516.48,Reorder,0.28,64,Valid
INVT000914,PO000914,P0291,WH001,2025-01-28,1277,294,345,1226,329,249,97629506.3,Normal,5.29,1226,Valid
INVT000915,PO000915,P0192,WH002,2025-04-23,120,278,395,3,215,162,148570.26,Reorder,0.02,3,Valid
INVT000916,PO000916,P0180,WH004,2026-07-16,202,264,147,319,306,39,11004252.71,Normal,2.18,319,Valid
INVT000917,PO000917,P0178,WH004,2026-07-23,82,145,4,223,46,71,4894992.72,Normal,1.53,223,Valid
INVT000918,PO000918,P0274,WH004,2025-03-24,7,925,1203,0,321,164,0.0,Stockout,0.0,0,Valid
INVT000919,PO000919,P0291,WH002,2025-12-10,400,673,116,957,329,249,77531048.76,Normal,5.16,957,Valid
INVT000920,PO000920,P0282,WH001,2026-02-01,547,732,84,1195,246,248,46711761.3,Normal,5.16,1195,Valid
INVT000921,PO000921,P0290,WH003,2025-04-08,233,742,728,247,95,201,18648159.14,Normal,0.93,247,Valid
INVT000922,PO000922,P0267,WH001,2025-06-27,944,738,448,1234,309,30,13709234.06,Normal,5.33,1234,Valid
INVT000923,PO000923,P0119,WH001,2025-10-09,631,740,238,1133,226,66,2570312.47,Overstock,4.89,1133,Valid
INVT000924,PO000924,P0047,WH004,2025-07-18,572,439,355,656,224,237,49770123.04,Normal,4.49,656,Valid
INVT000925,PO000925,P0268,WH003,2025-10-08,224,194,226,192,208,247,3950801.28,Reorder,0.72,192,Valid
INVT000926,PO000926,P0154,WH001,2025-06-04,83,248,157,174,404,23,5095309.86,Reorder,0.75,174,Valid
INVT000927,PO000927,P0151,WH003,2026-07-09,1134,410,386,1158,390,115,8040480.36,Normal,4.35,1158,Valid
INVT000928,PO000928,P0187,WH002,2026-02-23,442,229,257,414,114,24,15149357.1,Normal,2.23,414,Valid
INVT000929,PO000929,P0288,WH002,2025-07-14,155,552,130,577,42,71,17991621.64,Overstock,3.11,577,Valid
INVT000930,PO000930,P0190,WH003,2025-04-05,313,862,404,771,238,85,52956936.84,Normal,2.89,771,Valid
INVT000931,PO000931,P0004,WH002,2026-03-08,10,763,120,653,310,85,46319588.56,Normal,3.52,653,Valid
INVT000932,PO000932,P0077,WH003,2026-07-30,291,951,1365,0,173,144,0.0,Stockout,0.0,0,Valid
INVT000933,PO000933,P0253,WH003,2025-11-12,640,552,675,517,310,246,40115095.02,Normal,1.94,517,Valid
INVT000934,PO000934,P0185,WH003,2026-02-04,78,921,620,379,166,111,19367396.49,Normal,1.42,379,Valid
INVT000935,PO000935,P0156,WH004,2025-03-20,94,36,42,88,140,169,5515532.88,Reorder,0.6000000000000001,88,Valid
INVT000936,PO000936,P0186,WH002,2025-06-21,345,280,333,292,147,34,19034922.28,Normal,1.57,292,Valid
INVT000937,PO000937,P0034,WH001,2026-05-28,292,42,53,281,108,45,11533097.05,Normal,1.21,281,Valid
INVT000938,PO000938,P0031,WH004,2026-02-27,3,213,37,179,378,181,2388330.77,Reorder,1.23,179,Valid
INVT000939,PO000939,P0131,WH002,2026-03-20,148,869,756,261,393,68,5971092.75,Reorder,1.4100000000000001,261,Valid
INVT000940,PO000940,P0099,WH004,2025-07-05,176,51,6,221,256,250,12208278.68,Reorder,1.51,221,Valid
INVT000941,PO000941,P0241,WH003,2026-04-09,173,302,14,461,252,138,11976176.09,Normal,1.73,461,Valid
INVT000942,PO000942,P0080,WH004,2026-01-16,192,982,1003,171,332,36,6241382.01,Reorder,1.17,171,Valid
INVT000943,PO000943,P0143,WH003,2026-07-12,10,181,51,140,36,230,11574250.8,Normal,0.53,140,Valid
INVT000944,PO000944,P0212,WH004,2026-05-27,190,911,233,868,167,225,63097489.28,Overstock,5.94,868,Valid
INVT000945,PO000945,P0130,WH001,2025-10-22,555,304,119,740,173,58,19829047.4,Normal,3.19,740,Valid
INVT000946,PO000946,P0146,WH003,2025-11-07,72,835,662,245,52,166,16214117.15,Normal,0.92,245,Valid
INVT000947,PO000947,P0281,WH002,2025-06-09,260,926,916,270,94,20,13816583.1,Normal,1.46,270,Valid
INVT000948,PO000948,P0257,WH004,2025-05-23,697,787,1153,331,336,211,18374865.89,Reorder,2.27,331,Valid
INVT000949,PO000949,P0190,WH002,2026-01-11,392,542,473,461,238,85,32233253.69,Normal,2.49,461,Valid
INVT000950,PO000950,P0177,WH002,2026-04-18,1306,147,15,1438,450,112,87412554.42,Normal,7.75,1438,Valid
INVT000951,PO000951,P0183,WH004,2026-02-11,746,724,1050,420,482,121,25822797.0,Reorder,2.88,420,Valid
INVT000952,PO000952,P0109,WH003,2025-02-13,1303,636,828,1111,373,189,72424867.9,Normal,4.17,1111,Valid
INVT000953,PO000953,P0033,WH001,2026-02-27,1352,87,72,1367,441,103,62182984.55,Normal,5.9,1367,Valid
INVT000954,PO000954,P0019,WH001,2025-01-14,751,374,7,1118,417,37,51879001.2,Normal,4.82,1118,Valid
INVT000955,PO000955,P0182,WH001,2026-01-04,385,109,62,432,293,195,8913468.96,Normal,1.8599999999999999,432,Valid
INVT000956,PO000956,P0233,WH004,2026-01-17,130,989,743,376,59,136,15153796.4,Overstock,2.5700000000000003,376,Valid
INVT000957,PO000957,P0233,WH004,2025-02-10,136,769,1040,0,59,136,0.0,Stockout,0.0,0,Valid
INVT000958,PO000958,P0274,WH003,2025-09-29,124,935,1345,0,321,164,0.0,Stockout,0.0,0,Valid
INVT000959,PO000959,P0015,WH003,2026-02-24,73,427,111,389,340,128,30307643.52,Normal,1.46,389,Valid
INVT000960,PO000960,P0075,WH002,2025-09-06,234,637,511,360,105,160,7837671.6,Normal,1.94,360,Valid
INVT000961,PO000961,P0019,WH002,2025-02-13,1613,359,408,1564,417,37,76788959.2,Normal,8.43,1564,Valid
INVT000962,PO000962,P0249,WH002,2026-05-07,692,548,673,567,257,96,6427081.08,Normal,3.06,567,Valid
