PO_ID,PO_Date,Supplier_ID,Product_ID,Warehouse_ID,Contract_ID,Supply_Type,Quantity,Unit_Cost_INR,Subtotal_INR,Freight_INR,Import_Duty_Percent,Import_Duty_INR,Tax_INR,Total_PO_Value_INR,Currency,Exchange_Rate_to_INR,Shipping_Mode,Expected_Delivery_Date,Actual_Receipt_Date,Delay_Days,Approval_Status,PO_Status,Calculated_Subtotal
PO000982,31-01-2026,S0112,P0100,WH002,CT00014,Domestic,361,729.97,263519.17,2344.41,0,0,47855.44,313719.02,INR,1,Rail,23-02-2026,23-02-2026,0,Approved,Partially Delivered,263519.17
PO000983,08-08-2025,S0059,P0261,WH004,CT00600,Domestic,458,6992.8,3202702.4,29903.23,0,0,581869.01,3814474.64,INR,1,Air,11-09-2025,14-09-2025,3,Approved,Cancelled,3202702.4
PO000984,25-03-2026,S0062,P0052,WH002,No Contract,Domestic,656,17269.85,11329021.6,138696.76,0,0,2064189.3,13531907.66,INR,1,Road,30-03-2026,02-04-2026,3,Pending,Cancelled,11329021.6
PO000985,18-09-2025,S0068,P0095,WH001,CT00100,Domestic,290,26395.33,7654645.7,62015.26,0,0,1388998.97,9105659.93,INR,1,Air,06-10-2025,06-10-2025,0,Approved,Delivered,7654645.7
PO000986,22-02-2025,S0018,P0177,WH003,CT00031,Domestic,780,57663.49,44977522.2,453783,0,0,8177634.94,53608940.14,INR,1,Road,07-03-2025,07-03-2025,0,Pending,Partially Delivered,44977522.2
PO000987,29-10-2025,S0022,P0188,WH004,CT00443,Domestic,152,1990.57,302566.64,4249.56,0,0,55226.92,362043.12,INR,1,Road,17-11-2025,17-11-2025,0,Approved,Delivered,302566.64
PO000988,11-08-2025,S0025,P0282,WH002,CT00271,Domestic,479,40250.46,19279970.34,370294.63,0,0,3537047.69,23187312.66,INR,1,Road,12-09-2025,12-09-2025,0,Approved,Delivered,19279970.34
PO000989,10-06-2026,S0005,P0056,WH001,CT00370,Domestic,400,44454.33,17781732,327889.47,0,0,3259731.86,21369353.33,INR,1,Rail,18-06-2026,19-06-2026,1,Pending,Delivered,17781732
PO000990,29-03-2025,S0098,P0032,WH002,CT00279,Domestic,193,16002.1,3088405.3,45442.57,0,0,564092.62,3697940.49,INR,1,Road,08-04-2025,13-04-2025,5,Approved,Cancelled,3088405.3
PO000991,28-04-2026,S0109,P0114,WH001,CT00555,Domestic,714,67736.51,48363868.14,269346.09,0,0,8753978.56,57387192.79,INR,1,Air,21-05-2026,23-05-2026,2,Approved,Delivered,48363868.14
PO000992,01-01-2025,S0125,P0034,WH002,CT00399,Domestic,282,45091.26,12715735.32,178399.51,0,0,2320944.27,15215079.1,INR,1,Rail,07-02-2025,07-02-2025,0,Approved,Partially Delivered,12715735.32
PO000993,08-10-2025,S0051,P0206,WH001,CT00339,Domestic,915,85413.08,78152968.2,942404.25,0,0,14237167.04,93332539.49,INR,1,Rail,19-10-2025,19-10-2025,0,Approved,Delivered,78152968.2
PO000994,10-04-2026,S0078,P0290,WH001,CT00169,Domestic,119,78403.49,9330015.31,73656.15,0,0,1692660.86,11096332.32,INR,1,Road,09-05-2026,09-05-2026,0,Approved,Delivered,9330015.31
PO000995,07-02-2025,S0113,P0288,WH003,No Contract,Domestic,920,37609.27,34600528.4,404442.92,0,0,6300894.84,41305866.16,INR,1,Air,12-02-2025,12-02-2025,0,Pending,Partially Delivered,34600528.4
PO000996,28-06-2025,S0021,P0173,WH004,CT00214,Domestic,452,32984.87,14909161.24,106216.05,0,0,2702767.91,17718145.2,INR,1,Road,11-07-2025,11-07-2025,0,Approved,Delivered,14909161.24
PO000997,21-07-2025,S0085,P0173,WH004,No Contract,Domestic,644,36532.13,23526691.72,354815.93,0,0,4298671.38,28180179.03,INR,1,Rail,02-08-2025,02-08-2025,0,Approved,Delivered,23526691.72
PO000998,06-08-2025,S0071,P0170,WH001,CT00309,Domestic,506,66232.83,33513811.98,367993.24,0,0,6098724.94,39980530.16,INR,1,Road,03-09-2025,06-09-2025,3,Approved,Partially Delivered,33513811.98
PO000999,09-03-2025,S0025,P0298,WH001,CT00271,Domestic,464,14689.28,6815825.92,118709.02,0,0,1248216.29,8182751.23,INR,1,Air,10-04-2025,10-04-2025,0,Approved,Delivered,6815825.92
PO001000,05-08-2025,S0096,P0240,WH001,CT00511,Domestic,86,78799.79,6776781.94,37713.82,0,0,1226609.24,8041105,INR,1,Rail,12-09-2025,12-09-2025,0,Approved,Partially Delivered,6776781.94
PO001001,21-05-2025,S0115,P0005,WH002,CT00298,Domestic,828,35534.9,29422897.2,340519.97,0,0,5357415.09,35120832.26,INR,1,Rail,15-06-2025,16-06-2025,1,Approved,Cancelled,29422897.2
PO001002,30-01-2025,S0122,P0101,WH001,CT00221,Domestic,362,55219.91,19989607.42,337104.51,0,0,3658808.15,23985520.08,INR,1,Rail,13-02-2025,13-02-2025,0,Approved,Partially Delivered,19989607.42
PO001003,20-11-2025,S0051,P0029,WH004,CT00339,Domestic,866,56571.66,48991057.56,621829.29,0,0,8930319.63,58543206.48,INR,1,Air,28-11-2025,29-11-2025,1,Pending,Delivered,48991057.56
PO001004,10-02-2025,S0098,P0084,WH003,CT00479,Domestic,265,37109.28,9833959.2,64983.61,0,0,1781809.71,11680752.52,INR,1,Rail,21-02-2025,23-02-2025,2,Pending,Delivered,9833959.2
PO001005,07-06-2026,S0064,P0025,WH002,CT00209,Domestic,427,15291.04,6529274.08,42701.61,0,0,1182955.62,7754931.31,INR,1,Road,24-06-2026,24-06-2026,0,Approved,Partially Delivered,6529274.08
PO001006,09-04-2025,S0083,P0225,WH002,CT00515,Domestic,666,75656.26,50387069.16,730676.65,0,0,9201194.25,60318940.06,INR,1,Road,01-05-2025,01-05-2025,0,Approved,Cancelled,50387069.16
PO001007,31-12-2025,S0042,P0010,WH003,CT00012,Domestic,733,9752.78,7148787.74,48561.41,0,0,1295522.85,8492872,INR,1,Rail,30-01-2026,30-01-2026,0,Approved,Delivered,7148787.74
PO001008,10-03-2025,S0095,P0021,WH004,CT00472,Domestic,793,27374.89,21708287.77,340373.14,0,0,3968758.96,26017419.87,INR,1,Road,07-04-2025,07-04-2025,0,Pending,Delivered,21708287.77
PO001009,14-07-2025,S0124,P0119,WH003,CT00083,Domestic,776,2526.96,1960920.96,10550.37,0,0,354864.84,2326336.17,INR,1,Rail,08-08-2025,13-08-2025,5,Approved,Delivered,1960920.96
PO001010,18-03-2025,S0001,P0111,WH002,CT00543,Domestic,657,12892.39,8470300.23,136709.81,0,0,1549261.81,10156271.85,INR,1,Rail,27-03-2025,27-03-2025,0,Pending,Delivered,8470300.23
PO001011,24-06-2026,S0065,P0240,WH003,CT00367,Domestic,639,80377.12,51360979.68,578489,0,0,9349104.36,61288573.04,INR,1,Air,07-07-2026,08-07-2026,1,Approved,Delivered,51360979.68
PO001012,23-11-2025,S0070,P0027,WH004,CT00552,Domestic,789,58486.09,46145525.01,574714.86,0,0,8409643.18,55129883.05,INR,1,Rail,29-12-2025,31-12-2025,2,Pending,Delivered,46145525.01
PO001013,05-10-2025,S0025,P0217,WH002,CT00271,Domestic,50,61615.58,3080779,48235.08,0,0,563222.53,3692236.61,INR,1,Rail,01-11-2025,02-11-2025,1,Approved,Delivered,3080779
PO001014,12-05-2025,S0105,P0136,WH003,CT00520,Domestic,925,38630.63,35733332.75,698018.52,0,0,6557643.23,42988994.5,INR,1,Rail,20-05-2025,20-05-2025,0,Approved,Delivered,35733332.75
PO001015,13-07-2025,S0039,P0173,WH004,CT00003,Domestic,492,31425.33,15461262.36,205901.18,0,0,2820089.44,18487252.98,INR,1,Air,30-07-2025,01-08-2025,2,Approved,Cancelled,15461262.36
PO001016,23-01-2025,S0051,P0250,WH004,CT00339,Domestic,547,61373.23,33571156.81,506868.72,0,0,6134044.6,40212070.13,INR,1,Rail,05-02-2025,05-02-2025,0,Approved,Delivered,33571156.81
PO001017,25-01-2025,S0123,P0084,WH003,CT00162,Domestic,968,39700.3,38429890.4,673316.54,0,0,7038577.25,46141784.19,INR,1,Road,26-02-2025,26-02-2025,0,Approved,Partially Delivered,38429890.4
PO001018,30-04-2025,S0062,P0285,WH004,No Contract,Domestic,217,62918.75,13653368.75,159725.74,0,0,2486357.01,16299451.5,INR,1,Air,05-05-2025,05-05-2025,0,Approved,Delivered,13653368.75
PO001019,23-09-2025,S0024,P0279,WH003,CT00228,Domestic,496,70126.2,34782595.2,270035.4,0,0,6309473.51,41362104.11,INR,1,Rail,16-10-2025,16-10-2025,0,Approved,Delivered,34782595.2
PO001020,18-02-2026,S0110,P0044,WH004,CT00142,Domestic,61,56685.38,3457808.18,51510.11,0,0,631677.29,4140995.58,INR,1,Road,03-03-2026,03-03-2026,0,Pending,Partially Delivered,3457808.18
PO001021,14-04-2025,S0022,P0065,WH001,CT00035,Domestic,68,43186.84,2936705.12,54279.24,0,0,538377.18,3529361.54,INR,1,Rail,01-05-2025,04-05-2025,3,Approved,Delivered,2936705.12
PO001022,09-01-2026,S0026,P0205,WH001,CT00135,Domestic,392,26841.3,10521789.6,104255.64,0,0,1912688.14,12538733.38,INR,1,Air,02-02-2026,02-02-2026,0,Pending,Delivered,10521789.6
PO001023,11-09-2025,S0043,P0051,WH002,No Contract,Domestic,140,5708.09,799132.6,12656.58,0,0,146122.05,957911.23,INR,1,Rail,01-10-2025,01-10-2025,0,Approved,Partially Delivered,799132.6
PO001024,15-04-2025,S0042,P0195,WH004,CT00509,Domestic,794,51132.62,40599300.28,265528.21,0,0,7355669.13,48220497.62,INR,1,Road,17-05-2025,19-05-2025,2,Approved,Delivered,40599300.28
PO001025,30-03-2025,S0002,P0196,WH004,CT00547,Domestic,851,70882.1,60320667.1,422635.1,0,0,10933794.4,71677096.6,INR,1,Rail,17-04-2025,17-04-2025,0,Approved,Delivered,60320667.1
PO001026,07-10-2025,S0092,P0178,WH003,CT00183,Domestic,196,22307.84,4372336.64,71886.38,0,0,799960.14,5244183.16,INR,1,Air,23-10-2025,23-10-2025,0,Approved,Delivered,4372336.64
PO001027,21-08-2025,S0081,P0088,WH004,CT00124,Domestic,903,21284.46,19219867.38,203777.42,0,0,3496256.06,22919900.86,INR,1,Rail,31-08-2025,02-09-2025,2,Approved,Partially Delivered,19219867.38
PO001028,03-01-2026,S0096,P0019,WH003,CT00511,Domestic,897,44051.01,39513755.97,636843.07,0,0,7227107.83,47377706.87,INR,1,Rail,07-02-2026,12-02-2026,5,Approved,Delivered,39513755.97
PO001029,19-10-2025,S0022,P0111,WH001,CT00561,Domestic,723,14062.3,10167042.9,145295.82,0,0,1856220.97,12168559.69,INR,1,Air,04-11-2025,04-11-2025,0,Approved,Cancelled,10167042.9
PO001030,27-10-2025,S0016,P0081,WH003,CT00175,Domestic,775,31090.69,24095284.75,266640.83,0,0,4385146.6,28747072.18,INR,1,Road,27-11-2025,27-11-2025,0,Pending,Delivered,24095284.75
PO001031,29-10-2025,S0063,P0015,WH002,CT00417,Domestic,560,85699.37,47991647.2,624087.52,0,0,8750832.25,57366566.97,INR,1,Road,13-11-2025,13-11-2025,0,Pending,Delivered,47991647.2
PO001032,27-01-2025,S0057,P0265,WH003,CT00484,Domestic,386,27124.92,10470219.12,169091.25,0,0,1915075.87,12554386.24,INR,1,Road,17-02-2025,17-02-2025,0,Pending,Cancelled,10470219.12
PO001033,11-05-2026,S0107,P0139,WH004,CT00189,Domestic,124,64658.73,8017682.52,63525.54,0,0,1454617.45,9535825.51,INR,1,Air,09-06-2026,09-06-2026,0,Approved,Cancelled,8017682.52
PO001034,18-02-2025,S0029,P0240,WH004,CT00410,Domestic,431,80525.03,34706287.93,400225.11,0,0,6319172.35,41425685.39,INR,1,Rail,26-03-2025,26-03-2025,0,Approved,Delivered,34706287.93
PO001035,04-09-2025,S0083,P0062,WH003,CT00515,Domestic,71,66193.37,4699729.27,35151.79,0,0,852278.59,5587159.65,INR,1,Air,23-09-2025,26-09-2025,3,Approved,Delivered,4699729.27
PO001036,11-04-2026,S0018,P0030,WH002,CT00031,Domestic,948,83971.32,79604811.36,1122120.84,0,0,14530847.8,95257780,INR,1,Road,22-04-2026,24-04-2026,2,Approved,Cancelled,79604811.36
PO001037,09-05-2025,S0058,P0227,WH004,CT00021,Domestic,825,29335.34,24201655.5,462066.59,0,0,4439469.98,29103192.07,INR,1,Road,09-06-2025,21-06-2025,12,Approved,Partially Delivered,24201655.5
PO001038,19-07-2026,S0121,P0208,WH002,CT00095,Domestic,231,29919.81,6911476.11,124662.71,0,0,1266504.99,8302643.81,INR,1,Rail,03-08-2026,03-08-2026,0,Approved,Delivered,6911476.11
PO001039,10-10-2025,S0040,P0015,WH004,CT00312,Domestic,286,84204.59,24082512.74,162169.37,0,0,4364042.78,28608724.89,INR,1,Air,26-10-2025,03-11-2025,8,Pending,Delivered,24082512.74
PO001040,30-03-2026,S0051,P0228,WH003,CT00339,Domestic,304,77068.34,23428775.36,427393.96,0,0,4294110.48,28150279.8,INR,1,Air,12-04-2026,12-04-2026,0,Approved,Partially Delivered,23428775.36
PO001041,11-01-2025,S0055,P0056,WH004,CT00288,Domestic,385,43104.55,16595251.75,169273.6,0,0,3017614.56,19782139.91,INR,1,Rail,02-02-2025,05-02-2025,3,Approved,Delivered,16595251.75
PO001042,01-11-2025,S0066,P0052,WH004,CT00492,Domestic,638,19011.44,12129298.72,164560.11,0,0,2212894.59,14506753.42,INR,1,Rail,25-11-2025,27-11-2025,2,Approved,Delivered,12129298.72
PO001043,13-05-2026,S0003,P0031,WH002,CT00199,Domestic,336,12656.26,4252503.36,43221.55,0,0,773230.48,5068955.39,INR,1,Rail,21-05-2026,26-05-2026,5,Pending,Delivered,4252503.36
PO001044,14-10-2025,S0086,P0286,WH003,CT00481,Domestic,863,54612.18,47130311.34,498769.48,0,0,8573234.55,56202315.37,INR,1,Air,03-11-2025,03-11-2025,0,Approved,Cancelled,47130311.34
PO001045,10-03-2026,S0087,P0142,WH002,CT00081,Domestic,871,52181.33,45449938.43,488037.73,0,0,8268835.71,54206811.87,INR,1,Air,30-03-2026,30-03-2026,0,Approved,Partially Delivered,45449938.43
PO001046,11-03-2026,S0097,P0241,WH001,CT00004,Domestic,927,27076.15,25099591.05,394733.74,0,0,4588978.46,30083303.25,INR,1,Road,28-03-2026,28-03-2026,0,Approved,Delivered,25099591.05
PO001047,09-04-2026,S0098,P0156,WH002,CT00107,Domestic,72,66343.35,4776721.2,89945.25,0,0,875999.96,5742666.41,INR,1,Air,20-04-2026,20-04-2026,0,Approved,Partially Delivered,4776721.2
PO001048,27-02-2026,S0069,P0123,WH004,CT00502,Domestic,203,42017.95,8529643.85,149230.75,0,0,1562197.43,10241072.03,INR,1,Road,08-03-2026,13-03-2026,5,Pending,Delivered,8529643.85
PO001049,22-02-2025,S0118,P0203,WH004,CT00404,Domestic,430,22078.01,9493544.3,56174.41,0,0,1718949.37,11268668.08,INR,1,Air,28-03-2025,29-03-2025,1,Approved,Delivered,9493544.3
PO001050,03-11-2025,S0014,P0146,WH003,CT00427,Domestic,726,64145.87,46569901.62,862557.71,0,0,8537842.68,55970302.01,INR,1,Rail,17-11-2025,19-11-2025,2,Approved,Cancelled,46569901.62
PO001051,23-04-2026,S0034,P0083,WH004,No Contract,Domestic,192,59871.96,11495416.32,222817.23,0,0,2109282.04,13827515.59,INR,1,Air,21-05-2026,23-05-2026,2,Approved,Cancelled,11495416.32
PO001052,24-08-2025,S0017,P0140,WH002,No Contract,Domestic,92,68411.32,6293841.44,104811.64,0,0,1151757.55,7550410.63,INR,1,Air,29-09-2025,29-09-2025,0,Approved,Delivered,6293841.44
PO001053,05-03-2025,S0124,P0080,WH003,CT00371,Domestic,878,41584.5,36511191,544729.73,0,0,6670065.73,43725986.46,INR,1,Road,25-03-2025,02-04-2025,8,Approved,Partially Delivered,36511191
PO001054,18-03-2025,S0082,P0179,WH001,CT00096,Domestic,735,7496.4,5509854,91817.87,0,0,1008300.94,6609972.81,INR,1,Air,23-03-2025,24-03-2025,1,Approved,Partially Delivered,5509854
PO001055,06-04-2025,S0122,P0075,WH003,CT00261,Domestic,83,21534.9,1787396.7,34192.28,0,0,327886.02,2149475,INR,1,Air,09-04-2025,09-04-2025,0,Approved,Delivered,1787396.7
PO001056,08-01-2025,S0021,P0177,WH002,CT00415,Domestic,563,57631.12,32446320.56,583887.14,0,0,5945437.39,38975645.09,INR,1,Road,15-01-2025,16-01-2025,1,Approved,Delivered,32446320.56
PO001057,28-01-2025,S0124,P0266,WH002,CT00371,Domestic,44,74134.03,3261897.32,52200.82,0,0,596537.67,3910635.81,INR,1,Rail,16-02-2025,16-02-2025,0,Approved,Partially Delivered,3261897.32
PO001058,25-06-2025,S0032,P0249,WH003,CT00185,Domestic,243,11628.11,2825630.73,17388.47,0,0,511743.46,3354762.66,INR,1,Rail,01-07-2025,02-07-2025,1,Approved,Delivered,2825630.73
PO001059,19-07-2026,S0064,P0113,WH004,CT00166,Domestic,802,59156.25,47443312.5,804819.58,0,0,8684663.77,56932795.85,INR,1,Rail,08-08-2026,08-08-2026,0,Pending,Delivered,47443312.5
PO001060,18-03-2026,S0086,P0141,WH001,CT00481,Domestic,587,25152.61,14764582.07,140759.09,0,0,2682961.41,17588302.57,INR,1,Road,16-04-2026,16-04-2026,0,Pending,Cancelled,14764582.07
PO001061,10-07-2025,S0055,P0267,WH004,CT00578,Domestic,302,10356.94,3127795.88,23230.25,0,0,567184.7,3718210.83,INR,1,Air,02-08-2025,02-08-2025,0,Approved,Delivered,3127795.88
PO001062,21-11-2025,S0040,P0287,WH004,CT00239,Domestic,644,75607.92,48691500.48,919093.8,0,0,8929906.97,58540501.25,INR,1,Air,03-12-2025,03-12-2025,0,Pending,Cancelled,48691500.48
PO001063,15-10-2025,S0061,P0246,WH004,CT00091,Domestic,692,77521.49,53644871.08,1036322.53,0,0,9842614.85,64523808.46,INR,1,Road,01-11-2025,06-11-2025,5,Approved,Delivered,53644871.08
PO001064,25-06-2025,S0117,P0107,WH004,No Contract,Domestic,757,33934.76,25688613.32,209313.53,0,0,4661626.83,30559553.68,INR,1,Rail,25-07-2025,26-07-2025,1,Approved,Cancelled,25688613.32
PO001065,28-10-2025,S0098,P0136,WH002,CT00242,Domestic,263,36575.08,9619246.04,94046.63,0,0,1748392.68,11461685.35,INR,1,Rail,05-11-2025,07-11-2025,2,Approved,Delivered,9619246.04
PO001066,11-07-2026,S0101,P0166,WH002,CT00206,Domestic,825,18302.87,15099867.75,230466.37,0,0,2759460.14,18089794.26,INR,1,Rail,15-07-2026,16-07-2026,1,Approved,Delivered,15099867.75
PO001067,25-02-2025,S0051,P0244,WH003,CT00339,Domestic,301,15307.09,4607434.09,78450.97,0,0,843459.31,5529344.37,INR,1,Rail,10-03-2025,18-03-2025,8,Approved,Partially Delivered,4607434.09
PO001068,15-02-2026,S0118,P0040,WH003,CT00404,Domestic,766,40331.09,30893614.94,505477.46,0,0,5651836.63,37050929.03,INR,1,Rail,13-03-2026,14-03-2026,1,Pending,Partially Delivered,30893614.94
PO001069,06-03-2025,S0076,P0120,WH001,CT00326,Domestic,642,84308.97,54126358.74,733150.67,0,0,9874711.69,64734221.1,INR,1,Rail,04-04-2025,07-04-2025,3,Approved,Cancelled,54126358.74
PO001070,23-03-2025,S0032,P0122,WH004,CT00185,Domestic,746,52212.55,38950562.3,213053.68,0,0,7049450.88,46213066.86,INR,1,Road,05-04-2025,05-04-2025,0,Approved,Delivered,38950562.3
PO001071,18-09-2025,S0020,P0157,WH004,CT00159,Domestic,228,19682.21,4487543.88,86293.48,0,0,823290.72,5397128.08,INR,1,Rail,09-10-2025,10-10-2025,1,Approved,Delivered,4487543.88
PO001072,01-12-2025,S0049,P0265,WH001,No Contract,Domestic,426,29706.99,12655177.74,87807.99,0,0,2293737.43,15036723.16,INR,1,Road,15-12-2025,27-12-2025,12,Approved,Delivered,12655177.74
PO001073,05-04-2026,S0052,P0150,WH001,CT00350,Domestic,339,62516.72,21193168.08,156113.04,0,0,3842870.6,25192151.72,INR,1,Air,04-05-2026,04-05-2026,0,Approved,Partially Delivered,21193168.08
PO001074,04-03-2026,S0023,P0194,WH001,CT00325,Domestic,576,76520.24,44075658.24,853551.06,0,0,8087257.67,53016466.97,INR,1,Rail,15-03-2026,18-03-2026,3,Approved,Delivered,44075658.24
PO001075,01-02-2025,S0105,P0103,WH003,CT00520,Domestic,893,21908.3,19564111.9,317307.73,0,0,3578655.53,23460075.16,INR,1,Air,09-02-2025,09-02-2025,0,Approved,Delivered,19564111.9
PO001076,24-09-2025,S0021,P0115,WH003,CT00214,Domestic,276,29945.76,8265029.76,55682.33,0,0,1497728.18,9818440.27,INR,1,Rail,01-10-2025,01-10-2025,0,Approved,Cancelled,8265029.76
PO001077,17-09-2025,S0024,P0002,WH004,CT00228,Domestic,439,84540.4,37113235.6,361677.96,0,0,6745484.44,44220398,INR,1,Air,09-10-2025,09-10-2025,0,Approved,Cancelled,37113235.6
PO001078,06-09-2025,S0070,P0169,WH001,CT00123,Domestic,649,76144.8,49417975.2,844937.14,0,0,9047324.22,59310236.56,INR,1,Air,06-10-2025,07-10-2025,1,Approved,Delivered,49417975.2
PO001079,25-02-2026,S0052,P0101,WH002,CT00350,Domestic,101,51656.6,5217316.6,91258.55,0,0,955543.53,6264118.68,INR,1,Road,26-03-2026,07-04-2026,12,Approved,Partially Delivered,5217316.6
PO001080,18-04-2026,S0042,P0028,WH002,CT00509,Domestic,89,13067.61,1163017.29,13117.82,0,0,211704.32,1387839.43,INR,1,Rail,13-05-2026,13-05-2026,0,Approved,Partially Delivered,1163017.29
PO001081,23-02-2026,S0099,P0173,WH001,CT00324,Domestic,491,34207.84,16796049.44,231891.75,0,0,3065029.41,20092970.6,INR,1,Road,07-03-2026,09-03-2026,2,Approved,Partially Delivered,16796049.44
PO001082,13-05-2026,S0003,P0129,WH003,CT00199,Domestic,967,17264.57,16694839.19,200728.35,0,0,3041202.16,19936769.7,INR,1,Air,27-05-2026,30-05-2026,3,Approved,Delivered,16694839.19
PO001083,21-04-2026,S0003,P0193,WH003,CT00311,Domestic,456,28731.18,13101418.08,83714.91,0,0,2373323.94,15558456.93,INR,1,Air,02-05-2026,02-05-2026,0,Approved,Partially Delivered,13101418.08
PO001084,05-07-2025,S0068,P0237,WH004,CT00276,Domestic,479,27758.59,13296364.61,80097.77,0,0,2407763.23,15784225.61,INR,1,Road,27-07-2025,27-07-2025,0,Approved,Partially Delivered,13296364.61
PO001085,09-04-2026,S0032,P0199,WH003,CT00185,Domestic,438,60685.88,26580415.44,258367.46,0,0,4830980.92,31669763.82,INR,1,Rail,20-04-2026,20-04-2026,0,Approved,Cancelled,26580415.44
PO001086,12-02-2025,S0035,P0093,WH004,CT00494,Domestic,912,43949.8,40082217.6,336267.69,0,0,7275327.35,47693812.64,INR,1,Rail,22-02-2025,23-02-2025,1,Approved,Delivered,40082217.6
PO001087,11-04-2025,S0024,P0175,WH001,CT00387,Domestic,935,7724.57,7222472.95,52286.3,0,0,1309456.66,8584215.91,INR,1,Rail,13-05-2025,13-05-2025,0,Pending,Delivered,7222472.95
PO001088,12-01-2026,S0115,P0210,WH004,CT00298,Domestic,411,80984.28,33284539.08,652754.24,0,0,6108712.8,40046006.12,INR,1,Air,03-02-2026,03-02-2026,0,Approved,Cancelled,33284539.08
PO001089,22-02-2025,S0010,P0051,WH004,No Contract,Domestic,827,5819.13,4812420.51,79167.71,0,0,880485.88,5772074.1,INR,1,Rail,20-03-2025,22-03-2025,2,Approved,Delivered,4812420.51
PO001090,20-03-2026,S0029,P0197,WH002,CT00157,Domestic,348,26047.3,9064460.4,65895.04,0,0,1643463.98,10773819.42,INR,1,Rail,15-04-2026,15-04-2026,0,Pending,Delivered,9064460.4
PO001091,20-03-2025,S0095,P0238,WH001,CT00472,Domestic,891,50437.59,44939892.69,319708.88,0,0,8146728.28,53406329.85,INR,1,Road,12-04-2025,12-04-2025,0,Approved,Delivered,44939892.69
PO001092,27-07-2025,S0041,P0258,WH003,CT00197,Domestic,288,26481.14,7626568.32,60924.87,0,0,1383748.77,9071241.96,INR,1,Air,12-08-2025,12-08-2025,0,Pending,Delivered,7626568.32
PO001093,03-07-2025,S0042,P0031,WH004,CT00509,Domestic,193,14649.54,2827361.22,30289.84,0,0,514377.19,3372028.25,INR,1,Rail,30-07-2025,31-07-2025,1,Approved,Delivered,2827361.22
PO001094,05-06-2025,S0072,P0080,WH003,CT00527,Domestic,325,40167.11,13054310.75,199441.94,0,0,2385675.48,15639428.17,INR,1,Road,03-07-2025,03-07-2025,0,Pending,Cancelled,13054310.75
PO001095,24-08-2025,S0121,P0123,WH001,CT00095,Domestic,684,49551.01,33892890.84,391689.71,0,0,6171224.5,40455805.05,INR,1,Air,10-09-2025,13-09-2025,3,Approved,Delivered,33892890.84
PO001096,20-04-2026,S0083,P0065,WH001,CT00515,Domestic,772,45648.11,35240340.92,265749.62,0,0,6391096.3,41897186.84,INR,1,Air,13-05-2026,25-05-2026,12,Approved,Delivered,35240340.92
PO001097,05-04-2025,S0024,P0071,WH003,CT00387,Domestic,859,38252.92,32859258.28,637166.16,0,0,6029356.4,39525780.84,INR,1,Road,29-04-2025,29-04-2025,0,Approved,Partially Delivered,32859258.28
PO001098,09-04-2025,S0034,P0271,WH001,No Contract,Domestic,626,12803.2,8014803.2,44895.12,0,0,1450745.7,9510444.02,INR,1,Rail,05-05-2025,10-05-2025,5,Approved,Cancelled,8014803.2
PO001099,22-12-2025,S0121,P0105,WH002,CT00095,Domestic,599,11251.32,6739540.68,129584.21,0,0,1236442.48,8105567.37,INR,1,Rail,13-01-2026,21-01-2026,8,Approved,Delivered,6739540.68
PO001100,25-02-2026,S0007,P0239,WH003,CT00233,Domestic,876,47964.43,42016840.68,834133.51,0,0,7713175.35,50564149.54,INR,1,Road,27-03-2026,27-03-2026,0,Approved,Delivered,42016840.68
PO001101,05-04-2026,S0091,P0224,WH003,CT00213,Domestic,962,35041.09,33709528.58,533003.4,0,0,6163655.76,40406187.74,INR,1,Air,22-04-2026,25-04-2026,3,Approved,Partially Delivered,33709528.58
PO001102,08-12-2025,S0096,P0137,WH001,CT00565,Domestic,722,18127.27,13087888.94,255668.51,0,0,2401840.34,15745397.79,INR,1,Air,10-01-2026,12-01-2026,2,Pending,Delivered,13087888.94
PO001103,29-05-2025,S0084,P0295,WH003,CT00247,Domestic,468,69755.39,32645522.52,580852.79,0,0,5980747.56,39207122.87,INR,1,Air,24-06-2025,25-06-2025,1,Approved,Delivered,32645522.52
PO001104,11-06-2025,S0089,P0196,WH002,CT00177,Domestic,179,62899.22,11258960.38,138159.16,0,0,2051481.52,13448601.06,INR,1,Air,03-07-2025,03-07-2025,0,Pending,Delivered,11258960.38
PO001105,27-04-2026,S0007,P0213,WH003,CT00103,Domestic,950,64913.86,61668167,985373.82,0,0,11277637.35,73931178.17,INR,1,Road,29-05-2026,29-05-2026,0,Approved,Cancelled,61668167
PO001106,13-11-2025,S0105,P0133,WH004,CT00520,Domestic,331,64174.51,21241762.81,186295.34,0,0,3857050.47,25285108.62,INR,1,Rail,16-11-2025,16-11-2025,0,Pending,Cancelled,21241762.81
PO001107,28-06-2025,S0066,P0205,WH004,CT00492,Domestic,838,26150.4,21914035.2,257395.68,0,0,3990857.56,26162288.44,INR,1,Road,31-07-2025,02-08-2025,2,Approved,Cancelled,21914035.2
PO001108,17-05-2026,S0027,P0117,WH004,CT00284,Domestic,561,48527.94,27224174.34,196992.2,0,0,4935809.98,32356976.52,INR,1,Road,06-06-2026,07-06-2026,1,Pending,Delivered,27224174.34
PO001109,15-06-2026,S0003,P0079,WH001,CT00199,Domestic,772,51336.47,39631754.84,269993.23,0,0,7182314.65,47084062.72,INR,1,Air,29-06-2026,30-06-2026,1,Approved,Cancelled,39631754.84
