Invoice_ID,PO_ID,Supplier_ID,Invoice_Date,Receipt_Date,Due_Date,Invoice_Amount_INR,Currency,Exchange_Rate_to_INR,Payment_Status,Paid_Date,Matching_Status,Invoice_Approval_Status
INV001202,PO001202,S0111,2026-05-22,2026-06-10,2026-07-25,4604568.67,INR,1.0,Pending,,Manual Review,Approved
INV001203,PO001203,S0060,2026-07-26,2026-08-13,2026-11-11,15477013.23,INR,1.0,Paid,2026-11-06,Three-Way Match,Pending
INV001204,PO001204,S0074,2025-12-16,2025-12-29,2026-01-28,47353384.54,INR,1.0,Paid,2026-01-21,Manual Review,Pending
INV001205,PO001205,S0091,2025-09-08,2025-10-05,2026-01-03,8038317.21,INR,1.0,Paid,2025-12-25,Manual Review,Approved
INV001206,PO001206,S0045,2025-11-18,2025-11-30,2026-01-14,53960442.45,INR,1.0,Paid,2026-01-09,Three-Way Match,Approved
INV001207,PO001207,S0108,2025-12-22,2026-01-17,2026-03-03,76745259.43,INR,1.0,Paid,2026-02-28,Three-Way Match,Approved
INV001208,PO001208,S0054,2025-07-19,2025-08-08,2025-09-07,18255708.54,INR,1.0,Paid,2025-09-02,Manual Review,Approved
INV001209,PO001209,S0046,2025-01-26,2025-02-28,2025-04-29,15715516.14,INR,1.0,Overdue,,Three-Way Match,Pending
INV001210,PO001210,S0052,2025-01-14,2025-02-17,2025-05-18,26355367.28,INR,1.0,Paid,2025-05-13,Manual Review,Approved
INV001211,PO001211,S0078,2025-11-21,2025-12-17,2026-03-17,13434523.73,INR,1.0,Paid,2026-03-08,Three-Way Match,Approved
INV001212,PO001212,S0084,2025-01-31,2025-03-03,2025-04-02,7011379.5,INR,1.0,Overdue,,Three-Way Match,Approved
INV001213,PO001213,S0070,2026-02-12,2026-03-20,2026-06-18,9251996.77,INR,1.0,Paid,2026-06-13,Three-Way Match,Approved
INV001214,PO001214,S0089,2025-09-24,2025-10-25,2026-01-23,18299807.69,INR,1.0,Paid,2026-01-18,Three-Way Match,Pending
INV001215,PO001215,S0067,2025-11-24,2025-12-09,2026-02-07,33612811.52,INR,1.0,Paid,2026-01-31,Manual Review,Approved
INV001216,PO001216,S0019,2026-06-06,2026-07-14,2026-09-12,12881477.07,INR,1.0,Paid,2026-09-09,Manual Review,Pending
INV001217,PO001217,S0072,2025-07-15,2025-08-09,2025-09-23,15502390.24,INR,1.0,Pending,,Three-Way Match,Pending
INV001218,PO001218,S0004,2026-07-09,2026-07-21,2026-09-19,5987021.7,INR,1.0,Partially Paid,,Manual Review,Pending
INV001219,PO001219,S0111,2025-11-23,2025-12-07,2026-03-07,22442345.62,INR,1.0,Paid,2026-02-25,Three-Way Match,Pending
INV001220,PO001220,S0026,2025-11-20,2025-12-18,2026-02-16,7381270.83,INR,1.0,Paid,2026-02-16,Manual Review,Approved
INV001221,PO001221,S0011,2025-09-02,2025-10-07,2025-11-06,29553827.94,INR,1.0,Paid,2025-11-03,Three-Way Match,Approved
INV001222,PO001222,S0092,2025-12-17,2025-12-30,2026-01-29,62846692.24,INR,1.0,Paid,2026-01-23,Three-Way Match,Approved
INV001223,PO001223,S0046,2025-11-15,2025-12-17,2026-01-31,22907725.71,INR,1.0,Partially Paid,,Three-Way Match,Pending
INV001224,PO001224,S0114,2025-08-06,2025-08-25,2025-10-24,13035775.93,INR,1.0,Paid,2025-10-22,Three-Way Match,Pending
INV001225,PO001225,S0015,2025-09-14,2025-09-23,2025-10-23,32343282.56,INR,1.0,Partially Paid,,Three-Way Match,Approved
INV001226,PO001226,S0104,2025-10-06,2025-10-31,2026-01-29,1913096.19,INR,1.0,Pending,,Manual Review,Pending
INV001227,PO001227,S0106,2025-07-03,2025-07-19,2025-09-02,74089977.76,INR,1.0,Paid,2025-08-30,Three-Way Match,Approved
INV001228,PO001228,S0103,2026-07-26,2026-08-15,2026-11-13,59376869.59,INR,1.0,Pending,,Three-Way Match,Pending
INV001229,PO001229,S0070,2026-01-31,2026-03-01,2026-04-30,7660289.9,INR,1.0,Overdue,,Three-Way Match,Approved
INV001230,PO001230,S0002,2025-10-26,2025-11-07,2026-01-06,1935983.72,INR,1.0,Paid,2026-01-04,Three-Way Match,Pending
INV001231,PO001231,S0061,2025-12-25,2026-01-01,2026-01-31,26598817.01,INR,1.0,Paid,2026-01-30,Manual Review,Approved
INV001232,PO001232,S0098,2026-03-05,2026-03-22,2026-05-21,6037805.05,INR,1.0,Paid,2026-05-15,Manual Review,Pending
INV001233,PO001233,S0033,2026-05-01,2026-05-08,2026-06-07,84019949.59,INR,1.0,Pending,,Three-Way Match,Approved
INV001234,PO001234,S0002,2026-07-05,2026-07-20,2026-09-03,32033395.06,INR,1.0,Paid,2026-08-29,Three-Way Match,Pending
INV001235,PO001235,S0044,2026-06-09,2026-06-25,2026-07-25,32329838.05,INR,1.0,Paid,2026-07-18,Manual Review,Approved
INV001236,PO001236,S0086,2026-01-12,2026-01-31,2026-03-02,73466935.75,INR,1.0,Paid,2026-02-23,Three-Way Match,Pending
INV001237,PO001237,S0001,2026-07-05,2026-07-15,2026-08-14,10790930.4,INR,1.0,Paid,2026-08-09,Manual Review,Approved
INV001238,PO001238,S0065,2025-07-27,2025-08-09,2025-09-23,25229215.12,INR,1.0,Overdue,,Manual Review,Pending
INV001239,PO001239,S0077,2025-09-16,2025-10-09,2025-11-08,30313574.92,INR,1.0,Paid,2025-11-08,Three-Way Match,Approved
INV001240,PO001240,S0038,2026-02-28,2026-03-15,2026-06-13,22053103.25,INR,1.0,Paid,2026-06-04,Manual Review,Approved
INV001241,PO001241,S0006,2025-07-10,2025-07-14,2025-08-13,31479846.63,INR,1.0,Overdue,,Manual Review,Approved
INV001242,PO001242,S0064,2025-11-05,2025-11-26,2026-02-24,54025200.48,INR,1.0,Paid,2026-02-16,Three-Way Match,Pending
INV001243,PO001243,S0012,2025-12-24,2026-01-26,2026-04-26,69191884.94,INR,1.0,Overdue,,Manual Review,Approved
INV001244,PO001244,S0082,2025-08-08,2025-08-15,2025-09-29,70450956.79,INR,1.0,Paid,2025-09-19,Three-Way Match,Approved
INV001245,PO001245,S0114,2026-02-09,2026-03-06,2026-04-20,7688372.79,INR,1.0,Paid,2026-04-12,Three-Way Match,Approved
INV001246,PO001246,S0040,2025-03-25,2025-03-30,2025-06-28,942778.02,INR,1.0,Paid,2025-06-21,Three-Way Match,Approved
INV001247,PO001247,S0057,2026-06-29,2026-07-18,2026-09-16,41494138.15,INR,1.0,Paid,2026-09-10,Three-Way Match,Approved
INV001248,PO001248,S0008,2026-01-08,2026-01-23,2026-04-23,59660589.57,INR,1.0,Overdue,,Three-Way Match,Approved
INV001249,PO001249,S0034,2026-03-18,2026-04-18,2026-06-02,2307716.55,INR,1.0,Paid,2026-05-23,Three-Way Match,Approved
INV001250,PO001250,S0040,2026-03-04,2026-03-18,2026-05-02,46380026.2,INR,1.0,Paid,2026-04-22,Manual Review,Pending
INV001251,PO001251,S0034,2025-05-24,2025-06-19,2025-09-17,31347619.76,INR,1.0,Paid,2025-09-07,Three-Way Match,Approved
INV001252,PO001252,S0030,2025-05-08,2025-05-18,2025-08-16,25561192.01,INR,1.0,Pending,,Three-Way Match,Approved
INV001253,PO001253,S0036,2025-04-13,2025-04-30,2025-07-29,79979604.56,INR,1.0,Pending,,Three-Way Match,Approved
INV001254,PO001254,S0088,2026-07-06,2026-08-07,2026-09-21,3099662.86,INR,1.0,Paid,2026-09-18,Three-Way Match,Approved
INV001255,PO001255,S0091,2026-03-31,2026-04-22,2026-06-06,46851037.41,INR,1.0,Paid,2026-06-06,Three-Way Match,Pending
INV001256,PO001256,S0015,2026-06-03,2026-06-17,2026-08-01,45725780.32,INR,1.0,Overdue,,Three-Way Match,Approved
INV001257,PO001257,S0121,2026-04-02,2026-04-21,2026-06-05,27493862.21,INR,1.0,Paid,2026-06-05,Three-Way Match,Approved
INV001258,PO001258,S0011,2025-04-05,2025-05-07,2025-07-06,33783571.55,INR,1.0,Paid,2025-06-27,Manual Review,Approved
INV001259,PO001259,S0121,2026-05-11,2026-05-27,2026-07-26,3401386.76,INR,1.0,Pending,,Three-Way Match,Approved
INV001260,PO001260,S0020,2026-06-11,2026-07-15,2026-08-29,28130435.16,INR,1.0,Partially Paid,,Three-Way Match,Approved
INV001261,PO001261,S0063,2026-01-04,2026-01-25,2026-03-26,2894890.25,INR,1.0,Paid,2026-03-22,Manual Review,Approved
INV001262,PO001262,S0034,2025-11-01,2025-12-06,2026-02-04,46849131.28,INR,1.0,Paid,2026-02-01,Manual Review,Approved
INV001263,PO001263,S0003,2025-10-04,2025-10-22,2025-12-06,46390981.64,INR,1.0,Partially Paid,,Three-Way Match,Approved
INV001264,PO001264,S0026,2026-01-07,2026-02-01,2026-05-02,39415565.52,INR,1.0,Paid,2026-04-23,Three-Way Match,Approved
INV001265,PO001265,S0110,2026-03-09,2026-03-21,2026-04-20,34676170.82,INR,1.0,Paid,2026-04-16,Three-Way Match,Pending
INV001266,PO001266,S0043,2026-04-20,2026-05-05,2026-06-04,19558546.85,INR,1.0,Paid,2026-05-31,Three-Way Match,Approved
INV001267,PO001267,S0004,2026-07-21,2026-08-01,2026-09-15,6778512.53,INR,1.0,Paid,2026-09-13,Three-Way Match,Pending
INV001268,PO001268,S0037,2026-07-22,2026-08-27,2026-09-26,5933525.59,INR,1.0,Paid,2026-09-21,Three-Way Match,Approved
INV001269,PO001269,S0059,2026-06-30,2026-07-27,2026-09-25,45677517.61,INR,1.0,Overdue,,Three-Way Match,Pending
INV001270,PO001270,S0051,2026-06-24,2026-07-05,2026-09-03,28615357.6,INR,1.0,Partially Paid,,Three-Way Match,Approved
INV001271,PO001271,S0061,2025-05-28,2025-06-16,2025-07-31,56430145.57,INR,1.0,Overdue,,Three-Way Match,Pending
INV001272,PO001272,S0038,2025-05-30,2025-06-05,2025-07-05,6813120.96,INR,1.0,Pending,,Manual Review,Approved
INV001273,PO001273,S0040,2025-12-03,2025-12-16,2026-01-15,73825317.74,INR,1.0,Paid,2026-01-06,Three-Way Match,Approved
INV001274,PO001274,S0075,2025-06-29,2025-07-25,2025-08-24,7373355.88,INR,1.0,Pending,,Three-Way Match,Approved
INV001275,PO001275,S0097,2026-07-27,2026-08-18,2026-10-17,46025759.05,INR,1.0,Paid,2026-10-08,Manual Review,Approved
INV001276,PO001276,S0120,2025-03-06,2025-04-02,2025-05-17,24013068.94,INR,1.0,Paid,2025-05-11,Three-Way Match,Pending
INV001277,PO001277,S0007,2025-07-06,2025-08-07,2025-09-21,25926877.07,INR,1.0,Paid,2025-09-19,Three-Way Match,Pending
INV001278,PO001278,S0063,2025-10-23,2025-11-04,2025-12-04,1686280.84,INR,1.0,Paid,2025-12-04,Manual Review,Approved
INV001279,PO001279,S0051,2025-03-01,2025-03-20,2025-05-04,650666.66,INR,1.0,Paid,2025-04-27,Manual Review,Approved
INV001280,PO001280,S0098,2026-05-22,2026-06-02,2026-07-17,157595.23,INR,1.0,Paid,2026-07-14,Three-Way Match,Approved
INV001281,PO001281,S0072,2026-02-06,2026-03-03,2026-04-02,740974.83,INR,1.0,Paid,2026-03-23,Three-Way Match,Pending
INV001282,PO001282,S0047,2026-01-29,2026-02-25,2026-04-11,3882144.02,INR,1.0,Paid,2026-04-01,Three-Way Match,Approved
INV001283,PO001283,S0005,2026-01-01,2026-01-05,2026-04-05,15767534.37,INR,1.0,Paid,2026-03-30,Three-Way Match,Approved
INV001284,PO001284,S0071,2025-07-30,2025-08-29,2025-10-28,22835697.47,INR,1.0,Paid,2025-10-19,Three-Way Match,Approved
INV001285,PO001285,S0022,2025-12-18,2026-01-06,2026-04-06,50881377.84,INR,1.0,Paid,2026-03-30,Three-Way Match,Approved
INV001286,PO001286,S0013,2026-01-20,2026-02-14,2026-03-31,77500929.4,INR,1.0,Pending,,Three-Way Match,Pending
INV001287,PO001287,S0099,2026-05-04,2026-05-21,2026-07-05,12576136.54,INR,1.0,Paid,2026-07-05,Three-Way Match,Approved
INV001288,PO001288,S0057,2025-09-20,2025-10-11,2025-12-10,4671497.59,INR,1.0,Pending,,Three-Way Match,Pending
INV001289,PO001289,S0056,2026-02-26,2026-03-27,2026-06-25,42568788.96,INR,1.0,Paid,2026-06-21,Three-Way Match,Approved
INV001290,PO001290,S0092,2026-06-16,2026-07-03,2026-10-01,75925670.69,INR,1.0,Pending,,Manual Review,Pending
INV001291,PO001291,S0099,2025-05-25,2025-06-07,2025-09-05,26858599.38,INR,1.0,Paid,2025-09-02,Three-Way Match,Approved
INV001292,PO001292,S0009,2025-08-02,2025-08-13,2025-11-11,14960896.35,INR,1.0,Paid,2025-11-01,Three-Way Match,Approved
INV001293,PO001293,S0012,2025-01-27,2025-03-01,2025-04-30,28945338.47,INR,1.0,Paid,2025-04-22,Three-Way Match,Approved
INV001294,PO001294,S0075,2025-12-10,2026-01-03,2026-02-17,6014140.23,INR,1.0,Pending,,Three-Way Match,Pending
INV001295,PO001295,S0046,2026-07-19,2026-08-27,2026-11-25,22538990.15,INR,1.0,Paid,2026-11-16,Three-Way Match,Approved
INV001296,PO001296,S0125,2025-12-08,2026-01-12,2026-03-13,33920719.22,INR,1.0,Paid,2026-03-11,Three-Way Match,Pending
INV001297,PO001297,S0085,2025-01-11,2025-01-13,2025-04-13,54887251.13,INR,1.0,Paid,2025-04-13,Manual Review,Approved
INV001298,PO001298,S0084,2025-01-15,2025-02-14,2025-03-16,9749172.71,INR,1.0,Paid,2025-03-09,Three-Way Match,Approved
INV001299,PO001299,S0001,2025-05-28,2025-06-19,2025-08-03,8650608.12,INR,1.0,Paid,2025-07-26,Manual Review,Approved
INV001300,PO001300,S0033,2025-10-29,2025-11-09,2025-12-09,1332605.16,INR,1.0,Paid,2025-12-01,Manual Review,Approved
INV001301,PO001301,S0034,2025-09-09,2025-10-12,2026-01-10,93985659.41,INR,1.0,Paid,2026-01-10,Three-Way Match,Approved
INV001302,PO001302,S0055,2025-04-10,2025-05-05,2025-07-04,16424990.15,INR,1.0,Paid,2025-06-26,Three-Way Match,Approved
INV001303,PO001303,S0010,2026-07-02,2026-07-24,2026-09-07,13733848.62,INR,1.0,Paid,2026-09-06,Three-Way Match,Approved
INV001304,PO001304,S0035,2025-10-10,2025-10-17,2025-12-01,9105550.15,INR,1.0,Partially Paid,,Manual Review,Pending
INV001305,PO001305,S0091,2026-04-23,2026-05-11,2026-06-10,18836592.38,INR,1.0,Overdue,,Three-Way Match,Approved
INV001306,PO001306,S0070,2025-09-06,2025-10-14,2026-01-12,77292866.14,INR,1.0,Paid,2026-01-11,Three-Way Match,Approved
INV001307,PO001307,S0096,2025-05-08,2025-06-10,2025-07-10,7081493.88,INR,1.0,Paid,2025-07-02,Three-Way Match,Approved
INV001308,PO001308,S0088,2025-06-10,2025-07-06,2025-08-05,7637793.56,INR,1.0,Paid,2025-08-04,Three-Way Match,Pending
INV001309,PO001309,S0059,2025-06-14,2025-07-13,2025-08-12,16708468.94,INR,1.0,Paid,2025-08-10,Three-Way Match,Approved
INV001310,PO001310,S0014,2025-12-10,2025-12-28,2026-01-27,88837726.16,INR,1.0,Pending,,Three-Way Match,Approved
INV001311,PO001311,S0050,2025-08-09,2025-08-19,2025-09-18,29270395.08,INR,1.0,Overdue,,Three-Way Match,Approved
INV001312,PO001312,S0081,2025-09-08,2025-10-02,2025-12-01,34404360.99,INR,1.0,Paid,2025-11-28,Three-Way Match,Approved
INV001313,PO001313,S0003,2025-06-29,2025-07-25,2025-10-23,57050854.72,INR,1.0,Overdue,,Three-Way Match,Approved
INV001314,PO001314,S0123,2025-12-02,2026-01-07,2026-04-07,1652304.89,INR,1.0,Paid,2026-04-07,Manual Review,Pending
INV001315,PO001315,S0102,2026-05-06,2026-06-10,2026-09-08,30829568.58,INR,1.0,Overdue,,Three-Way Match,Approved
INV001316,PO001316,S0007,2025-11-18,2025-12-18,2026-02-16,4000513.64,INR,1.0,Paid,2026-02-06,Manual Review,Approved
INV001317,PO001317,S0035,2025-01-10,2025-01-27,2025-04-27,11179966.13,INR,1.0,Paid,2025-04-23,Three-Way Match,Approved
INV001318,PO001318,S0037,2026-03-27,2026-05-03,2026-08-01,1386350.85,INR,1.0,Paid,2026-07-31,Three-Way Match,Pending
INV001319,PO001319,S0114,2025-03-08,2025-03-31,2025-05-15,71589795.98,INR,1.0,Paid,2025-05-05,Three-Way Match,Approved
INV001320,PO001320,S0026,2025-04-25,2025-05-21,2025-07-20,49670707.09,INR,1.0,Paid,2025-07-14,Three-Way Match,Approved
INV001321,PO001321,S0018,2025-10-11,2025-10-30,2025-12-14,41233037.47,INR,1.0,Pending,,Three-Way Match,Approved
INV001322,PO001322,S0018,2025-08-01,2025-08-23,2025-09-22,645513.68,INR,1.0,Paid,2025-09-14,Three-Way Match,Approved
INV001323,PO001323,S0016,2025-09-28,2025-11-01,2025-12-31,5845081.7,INR,1.0,Overdue,,Manual Review,Pending
INV001324,PO001324,S0013,2025-05-09,2025-06-02,2025-07-02,27176156.26,INR,1.0,Paid,2025-06-27,Three-Way Match,Pending
INV001325,PO001325,S0017,2026-03-21,2026-04-20,2026-06-19,12762398.76,INR,1.0,Paid,2026-06-10,Three-Way Match,Pending
INV001326,PO001326,S0090,2025-04-15,2025-05-06,2025-06-05,2297795.46,INR,1.0,Paid,2025-06-03,Manual Review,Approved
INV001327,PO001327,S0094,2026-03-20,2026-04-24,2026-05-24,70408604.09,INR,1.0,Paid,2026-05-20,Three-Way Match,Pending
INV001328,PO001328,S0089,2026-04-02,2026-04-24,2026-06-08,75283305.99,INR,1.0,Paid,2026-06-06,Three-Way Match,Approved
INV001329,PO001329,S0122,2025-06-02,2025-06-20,2025-07-20,18556744.01,INR,1.0,Paid,2025-07-12,Three-Way Match,Approved
INV001330,PO001330,S0049,2025-11-06,2025-11-11,2026-02-09,58723.22,INR,1.0,Paid,2026-01-30,Three-Way Match,Approved
INV001331,PO001331,S0037,2025-05-18,2025-06-14,2025-07-29,62509368.96,INR,1.0,Overdue,,Manual Review,Pending
INV001332,PO001332,S0110,2025-04-01,2025-04-12,2025-05-12,2750759.5,INR,1.0,Paid,2025-05-02,Three-Way Match,Approved
INV001333,PO001333,S0119,2026-06-25,2026-07-03,2026-09-01,28272646.35,INR,1.0,Paid,2026-09-01,Three-Way Match,Approved
INV001334,PO001334,S0112,2025-02-01,2025-03-05,2025-04-04,62395922.33,INR,1.0,Paid,2025-04-04,Manual Review,Approved
INV001335,PO001335,S0013,2025-12-27,2026-01-20,2026-03-06,7797549.73,INR,1.0,Paid,2026-02-28,Manual Review,Approved
INV001336,PO001336,S0088,2025-05-16,2025-06-18,2025-07-18,52713930.13,INR,1.0,Pending,,Three-Way Match,Pending
INV001337,PO001337,S0080,2026-02-21,2026-03-21,2026-06-19,11961219.61,INR,1.0,Partially Paid,,Three-Way Match,Approved
INV001338,PO001338,S0094,2026-03-12,2026-04-13,2026-05-28,3880194.53,INR,1.0,Paid,2026-05-20,Manual Review,Pending
INV001339,PO001339,S0076,2025-05-17,2025-06-23,2025-07-23,18166670.94,INR,1.0,Overdue,,Manual Review,Approved
INV001340,PO001340,S0029,2025-05-13,2025-06-11,2025-09-09,51401267.32,INR,1.0,Pending,,Three-Way Match,Approved
INV001341,PO001341,S0032,2025-08-16,2025-08-27,2025-10-26,16873779.48,INR,1.0,Paid,2025-10-26,Manual Review,Approved
INV001342,PO001342,S0118,2025-03-14,2025-04-14,2025-05-14,54567666.96,INR,1.0,Paid,2025-05-12,Three-Way Match,Approved
INV001343,PO001343,S0052,2025-09-06,2025-10-06,2026-01-04,25648129.22,INR,1.0,Pending,,Manual Review,Pending
INV001344,PO001344,S0116,2025-11-19,2025-12-21,2026-02-19,73928433.84,INR,1.0,Paid,2026-02-09,Manual Review,Pending
INV001345,PO001345,S0066,2026-02-02,2026-03-03,2026-04-17,23894919.25,INR,1.0,Paid,2026-04-11,Manual Review,Pending
INV001346,PO001346,S0093,2025-05-05,2025-05-16,2025-07-15,2489000.25,INR,1.0,Overdue,,Manual Review,Pending
INV001347,PO001347,S0060,2025-10-26,2025-11-16,2025-12-31,34859231.84,INR,1.0,Paid,2025-12-23,Three-Way Match,Approved
INV001348,PO001348,S0022,2026-03-26,2026-04-13,2026-06-12,2425098.17,INR,1.0,Paid,2026-06-07,Three-Way Match,Pending
INV001349,PO001349,S0061,2026-07-25,2026-08-06,2026-10-05,52525939.13,INR,1.0,Pending,,Three-Way Match,Approved
INV001350,PO001350,S0125,2025-11-21,2025-12-25,2026-02-23,9320837.72,INR,1.0,Pending,,Manual Review,Pending
INV001351,PO001351,S0040,2025-08-01,2025-08-17,2025-10-16,63202383.94,INR,1.0,Pending,,Three-Way Match,Pending
INV001352,PO001352,S0050,2025-08-30,2025-09-19,2025-11-18,67263176.03,INR,1.0,Paid,2025-11-11,Three-Way Match,Approved
INV001353,PO001353,S0065,2025-02-19,2025-02-27,2025-03-29,20996879.27,INR,1.0,Paid,2025-03-20,Three-Way Match,Pending
INV001354,PO001354,S0114,2025-02-04,2025-03-03,2025-04-02,4237430.41,INR,1.0,Partially Paid,,Manual Review,Pending
INV001355,PO001355,S0050,2025-03-29,2025-04-15,2025-05-15,25979170.45,INR,1.0,Paid,2025-05-15,Manual Review,Approved
INV001356,PO001356,S0104,2025-01-03,2025-01-31,2025-03-02,48863907.26,INR,1.0,Paid,2025-02-22,Three-Way Match,Approved
INV001357,PO001357,S0001,2025-11-21,2025-12-06,2026-02-04,4021855.63,INR,1.0,Paid,2026-02-04,Three-Way Match,Approved
INV001358,PO001358,S0008,2025-04-03,2025-04-16,2025-05-31,1111321.13,INR,1.0,Paid,2025-05-26,Three-Way Match,Approved
INV001359,PO001359,S0079,2026-01-17,2026-02-14,2026-03-16,26192070.4,INR,1.0,Paid,2026-03-09,Three-Way Match,Pending
INV001360,PO001360,S0097,2026-03-17,2026-04-03,2026-07-02,34429764.2,INR,1.0,Paid,2026-06-28,Three-Way Match,Pending
INV001361,PO001361,S0012,2025-02-08,2025-03-06,2025-04-05,1259277.54,INR,1.0,Paid,2025-03-27,Manual Review,Approved
INV001362,PO001362,S0008,2025-07-19,2025-08-03,2025-09-17,35553280.35,INR,1.0,Paid,2025-09-07,Manual Review,Approved
INV001363,PO001363,S0106,2025-03-25,2025-04-11,2025-05-26,13651759.34,INR,1.0,Pending,,Three-Way Match,Pending
INV001364,PO001364,S0060,2025-09-04,2025-10-02,2025-12-31,1744100.52,INR,1.0,Paid,2025-12-26,Three-Way Match,Pending
INV001365,PO001365,S0085,2025-12-18,2025-12-26,2026-03-26,61716989.67,INR,1.0,Paid,2026-03-16,Manual Review,Approved
INV001366,PO001366,S0032,2025-10-22,2025-10-31,2025-12-15,40669261.04,INR,1.0,Pending,,Manual Review,Pending
INV001367,PO001367,S0080,2025-05-31,2025-06-28,2025-09-26,29705708.48,INR,1.0,Paid,2025-09-17,Three-Way Match,Pending
INV001368,PO001368,S0073,2026-06-07,2026-06-20,2026-07-20,3726126.72,INR,1.0,Paid,2026-07-12,Three-Way Match,Approved
INV001369,PO001369,S0095,2026-04-18,2026-05-14,2026-07-13,10932674.3,INR,1.0,Paid,2026-07-12,Three-Way Match,Approved
INV001370,PO001370,S0025,2026-02-28,2026-04-01,2026-05-31,23691730.36,INR,1.0,Pending,,Three-Way Match,Pending
INV001371,PO001371,S0039,2025-08-06,2025-09-01,2025-10-16,56171535.15,INR,1.0,Partially Paid,,Manual Review,Approved
INV001372,PO001372,S0057,2025-11-24,2025-12-06,2026-01-20,6573729.02,INR,1.0,Paid,2026-01-10,Manual Review,Pending
INV001373,PO001373,S0020,2025-02-24,2025-03-19,2025-06-17,14333306.3,INR,1.0,Paid,2025-06-16,Three-Way Match,Pending
INV001374,PO001374,S0047,2025-04-11,2025-05-08,2025-07-07,1877341.27,INR,1.0,Overdue,,Three-Way Match,Pending
INV001375,PO001375,S0031,2025-11-11,2025-11-29,2025-12-29,3513106.42,INR,1.0,Paid,2025-12-23,Manual Review,Pending
INV001376,PO001376,S0107,2026-07-11,2026-08-13,2026-09-27,67801876.43,INR,1.0,Paid,2026-09-25,Three-Way Match,Approved
INV001377,PO001377,S0078,2025-07-06,2025-08-05,2025-09-19,5025656.78,INR,1.0,Partially Paid,,Three-Way Match,Approved
INV001378,PO001378,S0097,2026-02-07,2026-03-02,2026-04-01,12343811.74,INR,1.0,Paid,2026-03-23,Three-Way Match,Pending
INV001379,PO001379,S0051,2025-03-08,2025-03-16,2025-04-30,51736429.48,INR,1.0,Overdue,,Three-Way Match,Approved
INV001380,PO001380,S0111,2026-03-01,2026-03-18,2026-05-17,50489552.39,INR,1.0,Paid,2026-05-10,Three-Way Match,Approved
INV001381,PO001381,S0041,2025-07-15,2025-08-06,2025-09-20,39953978.43,INR,1.0,Pending,,Three-Way Match,Pending
INV001382,PO001382,S0070,2025-06-24,2025-08-07,2025-09-06,56761846.29,INR,1.0,Partially Paid,,Manual Review,Approved
INV001383,PO001383,S0082,2026-07-26,2026-08-03,2026-10-02,2901944.56,INR,1.0,Paid,2026-09-26,Manual Review,Pending
INV001384,PO001384,S0106,2026-01-10,2026-01-21,2026-03-07,27664438.95,INR,1.0,Paid,2026-03-07,Three-Way Match,Approved
INV001385,PO001385,S0058,2025-07-22,2025-08-30,2025-10-14,74028387.51,INR,1.0,Paid,2025-10-06,Manual Review,Approved
INV001386,PO001386,S0090,2025-06-12,2025-07-02,2025-09-30,32588894.05,INR,1.0,Pending,,Three-Way Match,Pending
INV001387,PO001387,S0039,2026-07-12,2026-08-02,2026-10-01,99799.04,INR,1.0,Pending,,Manual Review,Approved
INV001388,PO001388,S0094,2025-12-06,2026-01-04,2026-02-18,1762501.87,INR,1.0,Partially Paid,,Three-Way Match,Pending
INV001389,PO001389,S0021,2025-07-16,2025-07-31,2025-09-14,22460399.81,INR,1.0,Paid,2025-09-04,Three-Way Match,Approved
INV001390,PO001390,S0101,2025-06-30,2025-07-10,2025-09-08,34957239.08,INR,1.0,Paid,2025-08-29,Three-Way Match,Pending
INV001391,PO001391,S0080,2025-07-29,2025-08-28,2025-11-26,11449820.75,INR,1.0,Overdue,,Three-Way Match,Approved
INV001392,PO001392,S0100,2026-05-07,2026-06-12,2026-07-12,4620168.14,INR,1.0,Paid,2026-07-09,Manual Review,Pending
INV001393,PO001393,S0058,2025-07-23,2025-09-10,2025-10-10,47474359.44,INR,1.0,Pending,,Three-Way Match,Approved
INV001394,PO001394,S0057,2025-11-02,2025-11-22,2025-12-22,35479439.68,INR,1.0,Pending,,Manual Review,Pending
INV001395,PO001395,S0096,2025-02-16,2025-03-16,2025-05-15,20121735.91,INR,1.0,Paid,2025-05-11,Three-Way Match,Approved
INV001396,PO001396,S0074,2026-03-05,2026-03-21,2026-04-20,33071431.95,INR,1.0,Pending,,Manual Review,Approved
INV001397,PO001397,S0058,2025-04-29,2025-05-28,2025-07-12,9895392.27,INR,1.0,Paid,2025-07-06,Three-Way Match,Approved
INV001398,PO001398,S0099,2025-07-18,2025-07-31,2025-10-29,3904067.57,INR,1.0,Overdue,,Manual Review,Approved
INV001399,PO001399,S0029,2026-05-22,2026-06-27,2026-08-26,7599218.51,INR,1.0,Paid,2026-08-22,Three-Way Match,Pending
INV001400,PO001400,S0012,2025-04-24,2025-05-24,2025-08-22,85384275.15,INR,1.0,Paid,2025-08-19,Manual Review,Approved
INV001401,PO001401,S0024,2025-02-20,2025-03-13,2025-04-12,21963403.22,INR,1.0,Paid,2025-04-02,Three-Way Match,Approved
INV001402,PO001402,S0034,2025-02-27,2025-03-30,2025-05-14,77425304.87,INR,1.0,Paid,2025-05-04,Three-Way Match,Approved
INV001403,PO001403,S0043,2026-06-14,2026-06-27,2026-08-11,46245262.06,INR,1.0,Paid,2026-08-11,Three-Way Match,Pending
